Fraud_Case_ID,Transaction_ID,Fraud_Flag,Risk_Score,Detection_Method,Case_Status
2002491,10093237,0,0.513,Rule,Confirmed
2002492,10037415,0,0.418,Manual,Open
2002493,10358485,0,0.407,Manual,False Positive
2002494,10367620,0,0.314,ML Model,Closed
2002495,10176329,0,0.829,Rule,Closed
2002496,10225880,0,0.762,Rule,Closed
2002497,10377450,0,0.294,Rule,Confirmed
2002498,10370152,0,0.313,Rule,Closed
2002499,10025521,0,0.647,Rule,False Positive
2002500,10197593,0,0.019,Rule,Closed
2002501,10311140,0,0.735,Manual,Open
2002502,10078138,0,0.714,ML Model,False Positive
2002503,10220194,0,0.595,ML Model,Confirmed
2002504,10028611,0,0.287,ML Model,Closed
2002505,10026763,0,0.092,Rule,Open
2002506,10264999,0,0.835,ML Model,Closed
2002507,10134797,0,0.718,Manual,Closed
2002508,10189609,0,0.47,Manual,Open
2002509,10159447,1,0.325,Manual,False Positive
2002510,10187968,0,0.471,ML Model,Open
2002511,10278432,0,0.379,Manual,Closed
2002512,10019397,0,0.713,ML Model,Open
2002513,10299637,0,0.909,Manual,Confirmed
2002514,10115166,1,0.899,ML Model,False Positive
2002515,10014698,0,0.135,Manual,Open
2002516,10397221,0,0.69,Rule,False Positive
2002517,10187575,0,0.268,Rule,Confirmed
2002518,10037053,0,0.941,Manual,Confirmed
2002519,10312764,0,0.666,ML Model,Confirmed
2002520,10288395,0,0.005,Manual,False Positive
2002521,10074943,0,0.063,Manual,Open
2002522,10368013,0,0.814,Rule,Confirmed
2002523,10286139,0,0.728,Manual,Closed
2002524,10253319,1,0.952,ML Model,Confirmed
2002525,10004172,0,0.905,Manual,False Positive
2002526,10234237,0,0.913,Rule,False Positive
2002527,10248738,0,0.1,ML Model,False Positive
2002528,10098572,1,0.132,Manual,Confirmed
2002529,10189665,0,0.82,Rule,Closed
2002530,10109639,0,0.267,Rule,Open
2002531,10220874,0,0.505,Rule,Open
2002532,10369278,1,0.645,Rule,False Positive
2002533,10031751,0,0.048,ML Model,Open
2002534,10068158,0,0.056,Rule,False Positive
2002535,10121413,0,0.444,Rule,Open
2002536,10133024,0,0.175,Manual,Confirmed
2002537,10289762,1,0.995,ML Model,Open
2002538,10355620,0,0.24,ML Model,False Positive
2002539,10267108,0,0.395,Rule,Closed
2002540,10002039,0,0.706,Manual,Closed
2002541,10130839,0,0.73,Manual,Closed
2002542,10083585,0,0.287,Manual,Confirmed
2002543,10017366,0,0.228,Rule,False Positive
2002544,10023163,0,0.525,Manual,Open
2002545,10325389,0,0.994,Manual,Closed
2002546,10343233,0,0.423,Rule,Closed
2002547,10138801,0,0.809,Manual,Closed
2002548,10090469,0,0.233,Rule,Open
2002549,10374969,0,0.663,Rule,Closed
2002550,10346382,0,0.104,ML Model,Closed
2002551,10032681,0,0.248,ML Model,Open
2002552,10043754,0,0.22,Rule,Open
2002553,10016946,0,0.498,Rule,False Positive
2002554,10356205,0,0.244,Rule,Confirmed
2002555,10380417,0,0.541,ML Model,Confirmed
2002556,10152815,0,0.619,ML Model,False Positive
2002557,10345806,0,0.129,Rule,Open
2002558,10311830,0,0.991,Rule,Confirmed
2002559,10105971,0,0.688,ML Model,Confirmed
2002560,10007398,0,0.538,Manual,Open
2002561,10196608,0,0.712,ML Model,False Positive
2002562,10373631,0,0.501,Manual,Open
2002563,10325611,1,0.96,Manual,False Positive
2002564,10046547,0,0.18,ML Model,Open
2002565,10007341,0,0.604,Rule,False Positive
2002566,10290255,0,0.624,Rule,Confirmed
2002567,10099239,0,0.232,ML Model,Open
2002568,10327652,1,0.332,Manual,False Positive
2002569,10219667,0,0.005,ML Model,Closed
2002570,10399833,0,0.447,ML Model,Confirmed
2002571,10023328,0,0.853,Manual,Confirmed
2002572,10369676,1,0.398,Rule,Confirmed
2002573,10297542,0,0.183,Rule,False Positive
2002574,10391697,1,0.67,ML Model,False Positive
2002575,10279700,0,0.928,ML Model,Open
2002576,10156379,0,0.004,ML Model,Closed
2002577,10354523,0,0.777,Manual,Confirmed
2002578,10142091,0,0.172,Rule,Open
2002579,10096684,0,0.186,Rule,Open
2002580,10146970,0,0.577,Manual,False Positive
2002581,10096036,0,0.573,Manual,Open
2002582,10267814,0,0.005,ML Model,Confirmed
2002583,10191980,1,0.346,Rule,False Positive
2002584,10204841,0,0.46,ML Model,Confirmed
2002585,10237492,0,0.666,Manual,Closed
2002586,10004423,0,0.253,Rule,False Positive
2002587,10182308,0,0.943,Rule,Open
2002588,10175230,0,0.515,Manual,Confirmed
2002589,10217166,0,0.183,ML Model,Confirmed
2002590,10042226,1,0.933,Manual,Confirmed
2002591,10022756,0,0.29,Manual,Open
2002592,10162544,0,0.705,Rule,Confirmed
2002593,10044843,0,0.214,Manual,False Positive
2002594,10268989,0,0.637,Manual,False Positive
2002595,10276932,0,0.207,Rule,Open
2002596,10353692,0,0.654,Manual,Open
2002597,10158948,0,0.883,Manual,Confirmed
2002598,10380543,0,0.444,ML Model,Confirmed
2002599,10205223,0,0.59,Manual,Confirmed
2002600,10128924,0,0.383,Rule,Confirmed
2002601,10262245,0,0.164,Manual,Open
2002602,10171710,0,0.841,Manual,Confirmed
2002603,10251415,0,0.2,ML Model,Confirmed
2002604,10038814,0,0.128,Rule,False Positive
2002605,10164836,0,0.5,ML Model,Confirmed
2002606,10118405,0,0.644,Manual,Open
2002607,10037238,0,0.52,Manual,False Positive
2002608,10068854,0,0.061,Rule,Closed
2002609,10096170,0,0.586,Rule,False Positive
2002610,10131381,0,0.852,Rule,False Positive
2002611,10258477,0,0.38,ML Model,Open
2002612,10029622,0,0.073,ML Model,Confirmed
2002613,10062083,0,0.946,Rule,False Positive
2002614,10086058,0,0.978,ML Model,Closed
2002615,10268693,0,0.918,ML Model,Closed
2002616,10010448,0,0.932,Rule,Closed
2002617,10130530,0,0.47,Manual,Confirmed
2002618,10029750,0,0.591,Manual,Open
2002619,10153028,0,0.332,Rule,Confirmed
2002620,10219742,0,0.302,Rule,Closed
2002621,10001788,0,0.327,Rule,Open
2002622,10292175,0,0.636,Manual,Open
2002623,10320560,0,0.166,Manual,Confirmed
2002624,10002430,0,0.146,ML Model,Open
2002625,10047279,0,0.575,Manual,Closed
2002626,10335919,0,0.368,ML Model,False Positive
2002627,10317140,0,0.044,Rule,Confirmed
2002628,10100955,0,0.597,Manual,Open
2002629,10204533,0,0.888,Rule,Confirmed
2002630,10251733,0,0.382,ML Model,False Positive
2002631,10299556,0,0.076,Rule,Closed
2002632,10309713,0,0.567,ML Model,Closed
2002633,10366899,0,0.777,ML Model,Closed
2002634,10131428,0,0.417,Rule,False Positive
2002635,10223092,0,0.451,ML Model,Confirmed
2002636,10014881,1,0.23,ML Model,Confirmed
2002637,10147704,0,0.964,Rule,Closed
2002638,10342510,0,0.52,Rule,Open
2002639,10151327,0,0.628,Manual,Open
2002640,10308397,0,0.956,ML Model,False Positive
2002641,10327295,0,0.918,Manual,Closed
2002642,10213628,0,0.559,ML Model,Open
2002643,10075546,0,0.685,Manual,Confirmed
2002644,10272572,0,0.076,Rule,Closed
2002645,10190031,0,0.839,ML Model,Open
2002646,10025147,1,0.839,ML Model,Confirmed
2002647,10079381,0,0.367,ML Model,Closed
2002648,10382474,0,0.591,ML Model,Confirmed
2002649,10241451,0,0.955,Rule,Closed
2002650,10072449,0,0.435,ML Model,False Positive
2002651,10238848,0,0.029,ML Model,False Positive
2002652,10043416,0,0.226,Rule,False Positive
2002653,10310320,0,0.149,Manual,Open
2002654,10193818,0,0.165,Rule,Confirmed
2002655,10399380,0,0.437,Rule,Closed
2002656,10248079,0,0.125,Manual,Open
2002657,10238203,0,0.764,Manual,False Positive
2002658,10029249,0,0.17,ML Model,False Positive
2002659,10223108,0,0.913,Manual,Closed
2002660,10177407,0,0.853,Rule,False Positive
2002661,10320520,0,0.802,Manual,Open
2002662,10290217,0,0.273,Rule,Open
2002663,10317395,0,0.361,ML Model,False Positive
2002664,10135329,0,0.045,Rule,Open
2002665,10114315,0,0.74,ML Model,Closed
2002666,10178272,0,0.782,Manual,Closed
2002667,10018829,0,0.991,Manual,Confirmed
2002668,10305208,0,0.522,Rule,False Positive
2002669,10348698,0,0.461,ML Model,Open
2002670,10037374,0,0.396,ML Model,Confirmed
2002671,10265570,0,0.757,Rule,Closed
2002672,10210103,0,0.939,Rule,Confirmed
2002673,10332066,0,0.385,ML Model,False Positive
2002674,10219869,0,0.858,ML Model,False Positive
2002675,10129239,0,0.187,Manual,False Positive
2002676,10037378,0,0.984,Rule,Closed
2002677,10310782,0,0.595,Rule,Closed
2002678,10198967,0,0.256,Rule,Closed
2002679,10118274,0,0.375,Rule,Open
2002680,10218142,0,0.063,ML Model,Open
2002681,10367222,0,0.213,Rule,Closed
2002682,10094556,1,0.224,ML Model,False Positive
2002683,10205446,0,0.292,ML Model,Open
2002684,10331076,0,0.816,Manual,Closed
2002685,10212069,0,0.316,Rule,Open
2002686,10310612,0,0.007,ML Model,Closed
2002687,10372245,0,0.7,Manual,Closed
2002688,10255061,0,0.234,Manual,Open
2002689,10118311,0,0.17,Rule,Open
2002690,10348359,0,0.442,Manual,False Positive
2002691,10370789,0,0.325,Rule,Closed
2002692,10045431,0,0.324,Manual,Open
2002693,10320738,0,0.08,ML Model,Open
2002694,10226879,0,0.692,Rule,Confirmed
2002695,10288823,0,0.823,ML Model,False Positive
2002696,10137239,0,0.277,Manual,Closed
2002697,10102242,0,0.073,Rule,Confirmed
2002698,10097917,0,0.813,Manual,Closed
2002699,10332449,1,0.58,Rule,Open
2002700,10321605,0,0.03,Manual,False Positive
2002701,10369112,0,0.438,Manual,Closed
2002702,10067670,0,0.877,Rule,Confirmed
2002703,10263041,0,0.514,Manual,Open
2002704,10215163,0,0.442,Rule,Confirmed
2002705,10000848,0,0.963,ML Model,False Positive
2002706,10086165,1,0.497,Manual,False Positive
2002707,10053830,0,0.049,ML Model,False Positive
2002708,10320721,0,0.05,ML Model,Closed
2002709,10061902,0,0.942,ML Model,Open
2002710,10072812,0,0.735,Manual,False Positive
2002711,10344678,0,0.759,ML Model,Open
2002712,10073224,0,0.216,Rule,Confirmed
2002713,10090147,0,0.182,ML Model,Open
2002714,10249315,0,0.742,Manual,False Positive
2002715,10107795,0,0.201,ML Model,False Positive
2002716,10017401,0,0.348,Rule,False Positive
2002717,10105456,0,0.483,Rule,Closed
2002718,10060656,0,0.745,Manual,Closed
2002719,10224531,0,0.326,Manual,Confirmed
2002720,10155657,0,0.497,Rule,Open
2002721,10005270,0,0.5,Manual,False Positive
2002722,10321164,0,0.564,Manual,Closed
2002723,10059197,0,0.17,Rule,Closed
2002724,10295306,0,0.708,ML Model,Open
2002725,10368968,0,0.703,ML Model,False Positive
2002726,10343621,0,0.287,ML Model,Open
2002727,10008132,1,0.176,Rule,Confirmed
2002728,10084938,0,0.83,Rule,Closed
2002729,10034051,1,0.664,Manual,False Positive
2002730,10290864,0,0.646,Manual,Closed
2002731,10349693,0,0.175,ML Model,False Positive
2002732,10336467,0,0.249,Rule,False Positive
2002733,10352300,0,0.601,ML Model,Closed
2002734,10328111,0,0.487,ML Model,False Positive
2002735,10122977,0,0.763,Rule,Confirmed
2002736,10117980,0,0.672,Rule,False Positive
2002737,10097387,1,0.533,Manual,Confirmed
2002738,10132539,0,0.294,Rule,False Positive
2002739,10126200,0,0.069,Manual,Confirmed
2002740,10082669,0,0.34,Rule,Confirmed
2002741,10385835,0,0.119,Manual,Closed
2002742,10161945,0,0.9,ML Model,Confirmed
2002743,10341393,0,0.646,ML Model,Confirmed
2002744,10177766,0,0.852,Manual,False Positive
2002745,10089801,0,0.87,Manual,Confirmed
2002746,10059202,0,0.545,Rule,False Positive
2002747,10204156,0,0.477,Manual,False Positive
2002748,10311403,0,0.075,Manual,False Positive
2002749,10067540,0,0.108,Rule,False Positive
2002750,10148837,0,0.468,ML Model,Confirmed
2002751,10059241,0,0.367,Manual,Confirmed
2002752,10244203,0,0.311,Manual,Open
2002753,10291385,1,0.044,ML Model,Confirmed
2002754,10369598,0,0.422,ML Model,Closed
2002755,10356765,0,0.962,Rule,Closed
2002756,10120616,0,0.671,Manual,False Positive
2002757,10040805,0,0.273,Manual,Open
2002758,10386653,0,0.668,ML Model,Confirmed
2002759,10350558,0,0.345,Manual,Confirmed
2002760,10179191,0,0.903,ML Model,Confirmed
2002761,10187987,0,0.596,Manual,Closed
2002762,10269705,1,0.452,ML Model,Open
2002763,10153227,0,0.133,ML Model,False Positive
2002764,10162339,0,0.811,Manual,False Positive
2002765,10240849,0,0.4,Rule,False Positive
2002766,10123836,0,0.708,Manual,Open
2002767,10183112,0,0.227,ML Model,Open
2002768,10263254,0,0.525,ML Model,Open
2002769,10124461,0,0.234,ML Model,Open
2002770,10081840,0,0.684,Rule,False Positive
2002771,10139570,0,0.72,ML Model,Closed
2002772,10191398,0,0.31,ML Model,Open
2002773,10244713,0,0.614,Manual,False Positive
2002774,10393431,0,0.973,Manual,Confirmed
2002775,10060476,0,0.141,Manual,Confirmed
2002776,10134732,0,0.609,ML Model,Closed
2002777,10004685,0,0.244,Manual,False Positive
2002778,10104434,0,0.432,Rule,Confirmed
2002779,10170941,0,0.695,Rule,Closed
2002780,10190752,0,0.858,Rule,False Positive
2002781,10193644,0,0.943,Rule,Open
2002782,10044115,0,0.119,Rule,Confirmed
2002783,10285166,0,0.035,Manual,False Positive
2002784,10355825,0,0.656,Rule,Closed
2002785,10133699,0,0.597,Manual,Open
2002786,10112708,0,0.111,Manual,Confirmed
2002787,10268934,0,0.692,Manual,Open
2002788,10211816,0,0.623,ML Model,Open
2002789,10391113,0,0.292,Rule,False Positive
2002790,10042457,0,0.201,Manual,Confirmed
2002791,10199870,0,0.306,Manual,Confirmed
2002792,10289944,0,0.369,ML Model,Open
2002793,10227015,0,0.728,Manual,Closed
2002794,10316406,0,0.81,Manual,Closed
2002795,10371489,0,0.536,Manual,Closed
2002796,10222143,0,0.311,Rule,Confirmed
2002797,10067105,0,0.021,ML Model,False Positive
2002798,10063733,0,0.72,Manual,Open
2002799,10193852,0,0.42,Rule,Closed
2002800,10393835,0,0.047,Manual,False Positive
2002801,10328614,0,0.29,ML Model,Confirmed
2002802,10052782,0,0.66,Manual,Open
2002803,10278627,1,0.347,ML Model,Closed
2002804,10049800,0,0.57,Rule,False Positive
2002805,10304634,1,0.657,ML Model,False Positive
2002806,10065371,0,0.192,ML Model,False Positive
2002807,10262736,0,0.199,Manual,False Positive
2002808,10031567,0,0.202,Rule,Open
2002809,10134800,0,0.57,ML Model,False Positive
2002810,10229157,0,0.141,Manual,False Positive
2002811,10385798,0,0.093,Manual,Open
2002812,10191883,0,0.69,Manual,Open
2002813,10177536,0,0.847,Manual,Confirmed
2002814,10262360,0,0.749,ML Model,Confirmed
2002815,10187380,0,0.713,Manual,Closed
2002816,10356897,0,0.757,ML Model,False Positive
2002817,10208221,0,0.344,Rule,Open
2002818,10084848,0,0.959,Rule,Closed
2002819,10162772,0,0.059,ML Model,Open
2002820,10220918,0,0.586,Rule,False Positive
2002821,10253068,0,0.843,Manual,Open
2002822,10167399,0,0.254,Manual,Closed
2002823,10197554,0,0.332,Manual,Closed
2002824,10120707,1,0.023,ML Model,False Positive
2002825,10020219,0,0.198,Manual,Open
2002826,10180408,0,0.214,ML Model,Open
2002827,10343129,0,0.294,Manual,Open
2002828,10156595,0,0.229,ML Model,Confirmed
2002829,10161813,0,0.5,Manual,False Positive
2002830,10245152,0,0.207,Rule,Closed
2002831,10079597,0,0.747,Manual,Open
2002832,10351352,0,0.706,Manual,False Positive
2002833,10378068,0,0.066,Manual,Open
2002834,10266021,0,0.248,ML Model,Open
2002835,10334471,0,0.205,ML Model,False Positive
2002836,10279517,0,0.539,Manual,Open
2002837,10045841,0,0.887,Rule,False Positive
2002838,10387421,0,0.943,Rule,Closed
2002839,10045903,1,0.103,Rule,Closed
2002840,10288415,1,0.079,Rule,Closed
2002841,10100277,0,0.484,Manual,Confirmed
2002842,10176573,1,0.53,Manual,False Positive
2002843,10114577,0,0.637,ML Model,False Positive
2002844,10100713,0,0.61,ML Model,Open
2002845,10019969,0,0.364,Manual,Closed
2002846,10094142,0,0.751,Rule,Open
2002847,10249806,0,0.959,Rule,Closed
2002848,10101724,0,0.326,ML Model,Closed
2002849,10276918,0,0.787,Rule,False Positive
2002850,10356722,0,0.088,Rule,False Positive
2002851,10316513,0,0.636,Rule,False Positive
2002852,10053939,0,0.645,Manual,Confirmed
2002853,10321962,0,0.786,ML Model,Closed
2002854,10126191,0,0.159,ML Model,Confirmed
2002855,10262895,0,0.086,Manual,Closed
2002856,10065173,0,0.497,ML Model,Open
2002857,10220207,0,0.953,Manual,Closed
2002858,10126826,0,0.6,Manual,False Positive
2002859,10001800,0,0.293,Rule,Closed
2002860,10364793,0,0.224,Manual,False Positive
2002861,10247039,0,0.708,Manual,Confirmed
2002862,10243738,0,0.812,Rule,Confirmed
2002863,10113519,0,0.534,ML Model,False Positive
2002864,10228044,0,0.995,ML Model,Closed
2002865,10174517,1,0.036,ML Model,False Positive
2002866,10175312,0,0.217,ML Model,Open
2002867,10093512,0,0.499,Rule,Confirmed
2002868,10280286,0,0.249,Rule,False Positive
2002869,10212958,0,0.798,ML Model,Confirmed
2002870,10382068,0,0.363,ML Model,False Positive
2002871,10094077,0,0.063,Rule,Closed
2002872,10339236,0,0.536,Rule,False Positive
2002873,10275715,0,0.726,Rule,Confirmed
2002874,10153564,0,0.241,Manual,False Positive
2002875,10144308,0,0.541,Manual,Confirmed
2002876,10091484,0,0.647,Manual,False Positive
2002877,10376531,0,0.316,Manual,Confirmed
2002878,10395453,1,0.386,Rule,Confirmed
2002879,10224186,0,0.783,Rule,False Positive
2002880,10123132,0,0.955,ML Model,Confirmed
2002881,10335943,0,0.179,Manual,Closed
2002882,10097881,0,0.908,Rule,Closed
2002883,10209246,0,0.561,Rule,Closed
2002884,10344084,0,0.265,Rule,Confirmed
2002885,10130377,0,0.553,ML Model,Closed
2002886,10229485,0,0.241,Rule,Closed
2002887,10085135,0,0.98,Manual,Confirmed
2002888,10291991,0,0.241,Manual,Confirmed
2002889,10108207,0,0.583,Rule,Open
2002890,10078675,0,0.754,Rule,Closed
2002891,10275411,0,0.932,Rule,False Positive
2002892,10274583,1,0.55,Manual,Closed
2002893,10371972,0,0.159,Manual,False Positive
2002894,10165845,0,0.292,ML Model,Confirmed
2002895,10022674,0,0.517,Rule,Closed
2002896,10351055,0,0.059,Manual,Closed
2002897,10243985,0,0.85,Rule,False Positive
2002898,10373456,0,0.662,Rule,Closed
2002899,10098017,0,0.194,ML Model,Closed
2002900,10151706,0,0.489,Rule,Open
2002901,10254386,0,0.537,Manual,Open
2002902,10303864,0,0.604,Rule,Open
2002903,10010301,0,0.502,Manual,Closed
2002904,10211722,0,0.316,Rule,Closed
2002905,10038956,0,0.708,Manual,Closed
2002906,10314498,0,0.606,Manual,Confirmed
2002907,10332091,0,0.63,Manual,False Positive
2002908,10156862,0,0.979,Manual,Closed
2002909,10049385,0,0.753,ML Model,Confirmed
2002910,10376474,0,0.715,Rule,Closed
2002911,10047432,0,0.942,Rule,Confirmed
2002912,10024750,0,0.824,Rule,Confirmed
2002913,10394287,0,0.928,Rule,Confirmed
2002914,10080312,0,0.56,ML Model,Open
2002915,10118305,0,0.061,Manual,Closed
2002916,10279677,0,0.128,Manual,Open
2002917,10131437,0,0.773,Rule,Confirmed
2002918,10186119,0,0.046,ML Model,False Positive
2002919,10049314,0,0.984,Rule,Confirmed
2002920,10020152,0,0.855,ML Model,Confirmed
2002921,10079451,0,0.845,Rule,False Positive
2002922,10317321,0,0.086,Rule,Open
2002923,10207486,0,0.364,Manual,False Positive
2002924,10233416,1,0.781,Manual,Confirmed
2002925,10271654,0,0.63,Manual,Closed
2002926,10373790,0,0.701,Manual,Closed
2002927,10383437,0,0.386,Manual,Open
2002928,10113105,0,0.589,Rule,False Positive
2002929,10042866,0,0.765,ML Model,Confirmed
2002930,10062281,0,0.025,Manual,False Positive
2002931,10328700,1,0.285,Manual,Confirmed
2002932,10071956,0,0.241,ML Model,Closed
2002933,10018151,0,0.967,Manual,Closed
2002934,10058887,0,0.882,Rule,Open
2002935,10258032,0,0.997,Rule,Confirmed
2002936,10282533,0,0.667,Manual,False Positive
2002937,10010698,0,0.108,Rule,False Positive
2002938,10363063,0,0.632,ML Model,False Positive
2002939,10038912,0,0.507,Rule,Open
2002940,10028139,0,0.669,Rule,False Positive
2002941,10240462,0,0.06,Manual,Confirmed
2002942,10090972,0,0.072,Rule,Closed
2002943,10025320,0,0.395,ML Model,Closed
2002944,10365367,0,0.046,Manual,Closed
2002945,10265909,0,0.625,Manual,Confirmed
2002946,10002714,0,0.56,ML Model,Open
2002947,10034566,0,0.771,ML Model,Confirmed
2002948,10396859,0,0.47,Rule,Confirmed
2002949,10327151,1,0.339,ML Model,Confirmed
2002950,10036376,1,0.577,ML Model,Confirmed
2002951,10199310,0,0.681,Manual,Open
2002952,10108156,0,0.121,Manual,False Positive
2002953,10093926,1,0.979,Manual,Open
2002954,10394772,0,0.893,Rule,False Positive
2002955,10141052,1,0.888,ML Model,Confirmed
2002956,10038146,0,0.632,Manual,Confirmed
2002957,10222185,0,0.947,ML Model,Open
2002958,10343333,0,0.679,Manual,False Positive
2002959,10025155,0,0.117,Manual,False Positive
2002960,10371419,1,0.877,Manual,Confirmed
2002961,10049687,1,0.028,ML Model,Closed
2002962,10127643,0,0.378,Rule,Closed
2002963,10341928,0,0.909,Manual,Confirmed
2002964,10323421,0,0.382,Manual,Confirmed
2002965,10357885,0,0.699,Rule,Open
2002966,10190576,0,0.28,ML Model,Confirmed
2002967,10115937,0,0.011,Rule,False Positive
2002968,10194041,0,0.706,Rule,Confirmed
2002969,10270826,0,0.605,Rule,False Positive
2002970,10275754,0,0.191,Rule,False Positive
2002971,10060398,0,0.557,ML Model,Open
2002972,10304719,0,0.008,ML Model,Confirmed
2002973,10297296,0,0.264,ML Model,False Positive
2002974,10322189,0,0.642,Rule,False Positive
2002975,10218996,1,0.83,Manual,Confirmed
